Status,Spam,Message
send,0,Dear Sir/Ma this is to express my deepest appreciation to all members of the dept for their financial support towards me.God bless you abundantly. Ms Olayiwola.
send,0,Dear Sir/Ma this is to express my deepest appreciation to all members of the dept for their financial support towards me.God bless you abundantly. Ms Olayiwola.
send,0,Dear Sir/Ma this is to express my deepest appreciation to all members of the dept for their financial support towards me.God bless you abundantly. Ms Olayiwola.
send,0,Dear Sir/Ma this is to express my deepest appreciation to all members of the dept for their financial support towards me.God bless you abundantly. Ms Olayiwola.
send,0,Dear Sir/Ma this is to express my deepest appreciation to all members of the dept for their financial support towards me.God bless you abundantly. Ms Olayiwola.
send,0,Dear Sir/Ma this is to express my deepest appreciation to all members of the dept for their financial support towards me.God bless you abundantly. Ms Olayiwola.
send,0,Dear Sir/Ma this is to express my deepest appreciation to all members of the dept for their financial support towards me.God bless you abundantly. Ms Olayiwola.
send,0,Am doing great sir  Work was hectic as usual but God is helping me. Thanks a lot sir  regards to Mummy. Have a lovely day& enjoy God.
receive,0,Gud p.m. Oluwafolakemi. How's ur work today? Have a wonderful restful night. God bless u  my daughter.
send,0,Good am sir   I want to confirm if u r able to send d paper yesterday. Have a lovely day sir & enjoy God.
receive,0,Received with thanks.
receive,0,Mail not received.
receive,0,Collectn of nominatn form into all elective positions of ASUU UNAAB has been extended to Wed March 19  2011. Obtain nominatn form @ d Secretariat.
receive,0,Notice is hereby given 4 collectn of nominatn form into all elective positions of ASUU UNAAB. Obtain nominatn form@ d Secretariat & return same on/or before 13th March 2014 by 4pm. Contestants must ensure adherence to PHC declaration. Candidate who violate d declaration shall be disqualified.  
send,0,Name: Dr. OluwatopeTel: 080XXXXX506 Name: Dr. Oluwatope1Tel: 080XXXXXX55 Name: Dr. Oluwatope2Tel: 0701 455 4742
receive,0,Good day Sir/Ma the post data seminar that was earlier scheduled for tomorrow has been shifted to monday 17th march 2014. Due to post graduate board meeting  we are very sorry for any inconveniences. ThanksFalana O. J.  
send,0,Okay  sorry My schedule was too tight today; unable to go bank. I will send It 2 morrow by God's. grace. Sorry 4 d delay.
receive,0,Helo ma.this is TLM TRAVELS LTD. We are still expecting the payment for the passport processing.thanks
receive,0,8182894029
send,0,Ore  ow are you  longtime no call  ow is bro G? Op he's doing great? Pls kindly send your account no to me b4 Mon.
send,0,Ore  ow are you  longtime no call  ow is bro G? Op he's doing great? Pls kindly send your account no to me b4 Mon.
receive,0,Sir/ma CEM training has just started.Others can join dis saturday or next.Also there is joint Prayer/Retreat on 15March both @christway Iwairele Mayfair by 10am
receive,0,081XXXXX63- Ola Diamond
receive,0,Beloved gd morn. We want to remind u of our REUNION coming by 13th and 14th June 2014.Your suggestions and contributions are welcome 08138495827 08XXXXXX26.thx
receive,0,Pls in a meetin. Send txt
receive,0,I've seen it ma. Thank u ma.
receive,0,AC name: Noah Nureni Olusola ac numba: 00XXXXXX89 GTBank. Hv a great day too.
send,0,Pls send ur  account number to me  i will send d 18.5k unfailingly  2morrow was unable to go to bank & drop d system with mighty  don't border taking it 2 Lagos. I don't have extra money 4 now. Thanks
receive,0,CONGRATS! U ve been selected 4 a Writen Test/Interview in a HR/Health Org. 2MRW Friday 28/02/2014. Venue DANAX PLAZA ADAMASINGBA B/STOP  IB. By 12:00. Come wit ur CV. 08XXXXXXX82
send,0,Twin sister  ow was ur  day? From Osogbo to Abeokuta  alight @ Alogi bus top. From alogi take a bike to pakuro(anipupo house) . expecting u greatly. Luv & miss u
receive,0,Hi  your friend Tunde Ramadan is inviting you to chat and share pictures on 2go! Visit http://2go.com.ng to join 2go and chat to them for FREE
receive,0,2 days refresher course starts 26-27th Feb @Christ way Iwa-irele 4.30pm daily.#200 reg fees &train of new students starts 1st Mar @same venue-announce on sunday
receive,0,2 days refresher course starts 26-27th Feb @Christ way Iwa-irele 4.30pm daily.#200 reg fees &train of new students starts 1st Mar @same venue-announce on sunday
receive,0,Your opportunity to become PMP Certified is here. Register for your PMP Training today at Idea Konsult  Mokola. Date: March 3 & 5; 1 & 8. Enquiries: 07XXXXXXX56
send,0,Good morning to u sir  Account Name - Olayiwola Oluwafolake. Account No : 00XXXXXX36. Bank - GTB. Thanks a lot sir & God bless u. My regards to mummy.
send,0,Good morning to u sir  Account Name - Olayiwola Oluwafolake
receive,0,Peace greetings IJN.Pls send ur bank name & acct no to us. Pst & Mrs Gureje. 
send,0,Alright ma I will collect it anytime am around  thanks  my day was fine but hectic Amen. Yemi is now in Lagos  she just got a job.
receive,0,I av bought ur bible. How was ur day  God will continue to sthrenghtn u. Greetings to Yemi.
send,0,Name: Abiodun MscTel: 0805 130 8597Name: Abiodun Msc1Tel: 080XXXXXX41
receive,0,This is my email addr-blessingojuloge@yahoo.comthank u ma
receive,0,13/02/2014 21:01 153 We're sorry.D church we wanted to use 4 our children/teachers p/fasting this sat. disappointed us.There's Change in venue 2 GOFAMINT Ajebamdele opp.Adesanmi b/s
receive,0,Wow! Airtel has given you 5mins FREE Airtel to Airtel credit to call your friends & loved ones this week. Hurry start calling. Call 141 now for mor
receive,0,"You are cordially invited to the 3rd COLAMRUD Lecture Series titled ""Intellectual Property Rights & Avoiding the Risk of Plagiarism"". Presenter: Prof. A.M. Omotayo (Dir. IFSERAR). Date: Today Wed Feb 12  2014. Venue: PG Auditorium; Time: 12:00 noon. Chairman: Prof. O.B. Oyewole (Vice-Chancellor)"
send,0,8088667773
receive,1,Your plan Smallie.is going to be renewed. Please send CANCEL if you do not want this to happen
receive,1,Dear Glo subscriber  you just passed 80% of your Plan Validity Period. Glo Unlimited.
receive,1,Welcome to Smallie. It will expire on 04/09/2014 14:19
receive,1,Please send :1 for  Day Plans2 for  Week Plans3 for  Monthly Plans4 for  Time Based Monthly Plans
receive,1,Please send ACTIVATE to 127 for a list of options
receive,1,Dear Customer  your 10MB 1-Day Mobile Data plan has expired: 29/Aug/2014 10:38. Subscribe to a data plan now or continue browsing at bundle rate.
receive,1,Y'ello! You have 193.53MB in your SME shared data bundle  it expires on 29/Sep/2014 12:00. Thank you
receive,1,Y'ello! You have 500.00MB in your SME shared data bundle  it expires on 29/Sep/2014 12:00. Thank you
receive,1,Y'ello! You have received 250.00MB SME Data Share from 8101541954. Thank you.
receive,1,Y'ello! You have received 250.00MB SME Data Share from 8101541954. Thank you.
send,0,Here's a genuine Birthday prayer from the heart of one friend to another  May you have the world at your feet someday and may we always be together. Happy Birthday!Sunday
receive,0,A million and one THANKS is nt enough to appreciate a beautiful Person like u. Txs 4 d luv  Prayers best wishes n gifts. God bless u immersly. Lots of luv
receive,1,access>>>Credit AlertAmt: NGN 27 000.00 CrAcc: 0034289042Desc: CD BY BABALOLA AKIN O/A4156936Time: 01/09/14 ?9:27 AMBal: NGN 28 1.44
receive,1,access>>>Debit AlertAmt: NGN 3 000.00 DrAcc: 0034289042Desc: 10440377-ATM CASH WITHDRAWAL FTime: 22/08/14  5:53 PMBal: NGN 3 423.44
receive,1,Get access to all our services using ONE code. Dial *200# and select your preferred option      
send,0,8051416112 this is Yemisi 's no. Sorry 4 the delay. Seyi
send,0,Your Birthday is the perfect opportunity to take a pause in life  look at the things around you  sense the feeling of being alive in the depths of your heart and promise yourself to do great things. Happy Birthday!
receive,0,Acct: ******2491Amt: NGN1 000.00 DrDesc: CASH WDL FROM OUR ATM-GTBank EBranch UNAAB   Ogun    OGNG STAN9066003655Avail Bal: NGN287.13
receive,0,Acct: ******2491Amt: NGN500.00 DrDesc: CASH WDL FROM OUR ATM-GTBank EBranch UNAAB   Ogun    OGNG STAN9067008984Avail Bal: NGN1 287.13
receive,0,Acct: ******2491Amt: NGN1 000.00 DrDesc: CASH WDL FROM OUR ATM-GTBank EBranch UNAAB   Ogun    OGNG STAN9067007607Avail Bal: NGN1 787.13
receive,0,Acct: ******2491Amt: NGN5 000.00 DrDesc: CASH WDL FROM OUR ATM-GTBank EBranch UNAAB   Ogun    OGNG STAN9065000757Avail Bal: NGN2 787.13
receive,0,Acct: ******2491Amt: NGN24.00 DrDesc: SI TRANSACTION (DIFFERENT CUSTOMERS)-SMS CHARGE FOR JULY 2014Avail Bal: NGN7 787.13
receive,0,Acct: ******2491Amt: NGN200.00 DrDesc: POS-GTBank EBranch UNAAB   Ogun    OGNG STAN9999006519Avail Bal: NGN7 811.13
receive,0,Acct: ******2491Amt: NGN2 000.00 DrDesc: CASH WDL FROM OUR ATM-GTBank EBranch UNAAB   Ogun    OGNG STAN9067006518Avail Bal: NGN8 11.13
receive,0,to  BABALOLA  SUNDAY SEYIAvail Bal: NGN10 11.13
receive,0,Acct: ******2491Amt: NGN10 000.00 CrDesc: TRANSFER BETWEEN CUSTOMERS-070058140801183738000003090286 adegboyega N1031406612 BABALOLA ADEGBOYEGA DARE  
receive,0,Don't worry any longer  I don't need the money again. I av got another phone
receive,0,Some of ur confidence is wickedness to me. Continue U see d result oneday.
send,0,It won't be funny if u keep on telling me that u are not coming and I later see u. If that is what they asked u to do u need to rethink and tell me that u are coming. 
send,0,140066036874470. I love u.
send,0,Miles may lie between us but we are never far apart. For love doesn't count the miles. It's measured by the heart. I love you. Sweet dreams 
send,0,Like the stars were made to twinkle Like the sun was made to shine Like the clouds were made to embrace Like the flowers were made to bloom Like life was made to be lived I was made to love you and that I will always do. Sorry I couldn't call again cos my bonus is finished. Gud nite and dream of me.
receive,0,U asked wat is makin me think  d owner of d chest  where I usually put my head @ night  is not with me. Y wil I not think? My luv is far frm me. I'm missing U.
send,0,Like the stars were made to twinkle Like the sun was made to shine Like the clouds were made to embrace  Like the flowers were made to bloom Like life was made to be lived I was made to love you and that I will always do. Good nite. 
send,0,I love you more today than I did yesterday But not as much as I will tomorrow.Happy Valentine's Day!
receive,0,Who are d 'they'? If God say U wil see me again U wil. Thank God we av 'they' btw us now.
receive,0,Oni Oluwatoyin Florence...01XXXXXX3. Happy new month.
receive,0,Dear BABALOLA  school fee Ref: FUN/FEE/RSG/201314/1/04531 Bank: GTBANK Date: 24/03/14 15:02:21 Amt:15 850.00. Go online to complete your course registration and print receipt.
send,0,Yemisi  you said you are going and u went despite the fact that i've explained things to you and even saying that i'm sorry. I want u to know that what i didnt do in the past 6 years  i can start now and if after all this years u cant even trust me 4 a minute  then i dont know what to say but i'm saying this wt my whole heart that i've never cheated on u and i will never do. Once again i'm sorry
send,0,Yemisi  you said you are going and u went despite the fact that i've explained things to you and even saying that i'm sorry. I want u to know that what i didnt do in the past 6 years  i can start now and if after all this years u cant even trust me 4 a minute  then i dont know what to say but i'm saying this wt my whole heart that i've never cheated on u and i will never do. Once again i'm sorry
receive,1,Your Viber code is: 5398.Close this message and enter the code into Viber to activate your account.
receive,1,Your Viber code is: 3007.Close this message and enter the code into Viber to activate your account.
receive,0,01XXXX23 babalola andrew olawale
receive,0,oji GTB ACCOUNT No. 0032813486. Abeokuta.  Regards
receive,0,Good day.  Please note that your house rent expired on 31st Dec. 2013. Please ensure you pay immediately into the account below.  OLUWAGBENRO Thomas Olus
receive,0,20XXXXXX71 Babalola Adegboyega D  zenith bank
receive,1,081XXXXXX317 called you 2 times from 04/09/2014 20:08 to 04/09/2014 21:58.Recharge N200 to get N500 worth of Airtime & 5MB data weekly on Easy Starter.
receive,1,081XXXXXX317 called you on 04/09/2014 at 20:07 .Recharge N200 to get N500 worth of Airtime & 5MB data weekly on Easy Starter.
receive,1,081XXXXXX17 called you on 03/09/2014 at 7:57 .Recharge N200 to get N500 worth of Airtime & 5MB data weekly on Easy Starter.
receive,1,Get 5MB Free& N300 Free Credit To Call 2 Special Numbers Every Week. Simply Recharge With N200 Weekly. Dial*233*1*Etisalatnumber# To Register Ur special Num
receive,1,Dial *5995*2# to Get 1GB data plan to browse your favourite sites for just N1000. Data valid till 11:59PM Sunday
receive,1,Dial *5995*2# to Get 1GB data plan to browse your favourite sites for just N1000. Data valid till 11:59PM Sunday
receive,1,Dial *5995*2# to Get 1GB data plan to browse your favourite sites for just N1000. Data valid till 11:59PM Sunday
receive,1,Secure your life from viruses & sickness  Enjoy 5 days Free life cover of N100 000 & N10 000 medical benefit. Get it now! Text LIFE to 48433 & Register.
receive,1,Thrill your callers with your Favourite Football Club Ring Back Tune for FREE. Text CLUB to 251 for a list of football club tunes or text 10 to 251 for Man U
send,0,hbd kenny many more yrs in good health and sucess sorry its cumij late tak care
receive,0,Noooo I can't do dat now! Come on!
receive,1,"Is 81XXXXX67your number? If yes  send ""YES"" to 38255 to get expert Football match analysis from SUNDAY OLISEH  live from Brazil. Service is FREE for 2 days!"
receive,1,10MB valid for 1 day at N100 only  dial 14154 for your daily internet tonic
receive,0,Morning is silent morning is calm morning is beautifil but morning is not completewithout wishing u good and wonderful day.
receive,0,i wish i could bethere to care 4 u instead of sayingthis loving good nite.
receive,0,The first sunlight to touch your face is My wishper to GOD to take care pf you.and to make ur day a PLEASANT 1.GOOD MORNING
receive,0,My nxt girlfriend iyaf 4get me..wel  i no vex o.. Hp u gud nd u enjoyin d brk?? Jst checkin on u nd takia of ursef..ciao
receive,0, tomorrow Gues u kno d initial writer. M sorry bt i do love you
receive,0,Night is designed to end the worries and fear of d day it signifies to leave it all to God and prepare for anoda to come av a peaceful nite and a blessed
receive,0,Av been tryin to reach u bt ur no has nt been going. Anyway guess u had a great day   nd am realy glad we had a lengthy talk today. Av a nice rest dear. SODEEQ
receive,0,Hi  I just gt bk Om afta tireless search 4 credit buh ws unable 2 gt one.  I wishd   2 chat wit u more b4 goin 2 bed. Do av a blissful 9t rest... Swt dreams  
receive,0,Good morning dear... I couldn't come bcos of d rain dat fell yesterday evening.. I'll see u after class 2mrw.. Thanks for helping me out.. See u soon 
receive,1,Kafayat  you have 32 friend requests on Facebook: https://fb.me/aRZ4jXUBNgri9B
receive,1,Kafayat  you have 32 friend requests on Facebook: https://fb.me/25RlD8Yl1Dw8B9M
receive,0,Asww Kafayat  I hope u had a busy schedule 2day wch make u slp early though i gt ur no late 2wards Isha prayer. Av bin so thirsty nd eager 2 hear ur sweet voice. I'l i aprc8 a prompt reply afta readin diz so as 2 make my intentiön knwn 2 ... With lots of love 4rm: OLABODE  XOXO 
receive,0,If i were u  i'd listen to wht i av to say. Nt a must tho. Nice day.
receive,0,3k paid into ur a/c u must have $een
send,0,Akinyemi. Kafayat. Olamide gtbank. A/c no 01XXXXXX74
receive,0,Kiffy mancot is nt yet workin pls let meet at d coleng pls.
receive,0,Wt my supervisor. Am doin my IT defence tomoro so we ar doin mini presentatn nw. Tried ur number wen am less busy bt nt goin.
receive,1,Our past is a series of lessons that advance us to higher levels of living and loving. The relationships we entered or ended taught us necessary lessons
receive,1,If your daily life seems poor  do not blame it  but rather  blame yourself and know that you have not been poetic enough to capture its richness.
receive,1,You were born with potential. You were born with goodness and trust. You were born with ideals. You were born with wings  so learn to use them and fly!
receive,1,God and men are like 2 lovers who have made a mistake on the location of their meeting place. Men waits for God in time and God waits for men in eternity.
receive,1,The happiness of ur life depends upon the quality of ur thoughts so guard accordingly and take care that u entertain no notions unsuitable to virtue.
receive,1,Be more concerned with ur character than with ur reputation. Ur character is what u really are while your reputation is merely what others think u are.
receive,1,Dont be afraid to fail or waste energy trying to cover up for it. Learn from it and go on to the next challenge. Its OK to fail. It helps you grow!
receive,1,Life should be measured not by the number of years but rather by the love shared  the memories made  the joy given and the blessings received.
receive,1,You can have anything u want if you want it desperately enough. U must want it with an inner exuberance that erupts through the skin and joins the energy.
receive,1,Life isnt about expecting and hoping  its about doing and becoming.Its about the choices uve made and the ones ure about to make.Pick wisely!
receive,1,Life is a great travel trip. The only problem is that it doesnt come with a map.We have to search for our own way to reach the destination.
receive,1,Its not the strongest of species that survives  nor the most intelligent but the one most responsive to change. Change is the rule of life!
receive,1,Always enjoy life  no matter how hard it seems. When life give you a thousand reasons to cry  show the world that you have million reasons to smile.
receive,1,Its a good idea to leave your problems to God  but dont complain if they dont get resolved. For u know  its only YOU who can solve them.
receive,1,Guard ur roving thoughts with a jealous care for speech is but the dialer of thoughts and any1 can plainly read in ur words whats on ur mind.
receive,1,We live in deeds  not years; in thoughts  not breaths; in feelings  not figures. He lives best  who thinks most  feels the noblest and acts the best.
receive,1,Friendship is a prized gift that gives our heart a lift  a blessing we just cant do without because friendship is what living is all about!
receive,1,Every lucky happening and every lucky break are little gifts from God above that are ours to freely take.Always remember God is there for u.
receive,1,Dreamers are the architects of greatness. Their wisdom lies within their souls.Dream long and hard  because someday your dream will come true.
receive,1,Dreamers are the architects of greatness. Their wisdom lies within their souls.Dream long and hard  because someday your dream will come true.
receive,1,The poet does not fear death not coz he believes in the fantasy but coz death constantly visits his thoughts and is thus an image of a serene dialogue.
receive,1,Dont place ur mistakes on ur head  their weight may crush u. Instead place them under ur feet and use them as a platform to view ur horizons.
receive,1,Dont be like a parrot; be like an eagle.A parrot speaks but cant fly high whereas an eagle is silent and has the willpower to touch the sky!
receive,1,Challenges are tough to those who never face them but easy to those who accept them. Accept every challenge with a smile and see it disappear!
receive,1,Believe in the rewards that await u  believe in the harvest in store. Believe in the futures promise  each new day gives a new chance to u.
receive,1,Strength does not come from winning.Your struggles develop your strengths.When you go through hardships and decide not to surrender that is strength.
receive,1,Being happy doesnt mean everything is perfect  it just means that u decided to look beyond the imperfections. Its a good way to live life.
receive,1,Appreciation is the highest form of prayer  for it acknowledges the presence of good wherever you shine the light of your thankful thoughts.
receive,1,Do not spoil what you have by desiring what you do not have; and always remember that what you now have was once among the things you only hoped for.
receive,1,An optimist is a person who sees a green light everywhere while a pessimist sees only the red stoplight. The truly wise person is colorblind
receive,1,Always dream and shoot higher than you know how to. Dont bother just to be better than your contemporaries  try to be better than yourself.
receive,1,Disciplining yourself to do what you know is right and important  although difficult  is the highroad to pride  self-esteem  and personal satisfaction.
receive,1,Fear less  hope more  eat less  chew more  whine less  breathe more  talk less  say more  hate less  love more and good things will be yours.
receive,1,Stand upright  speak thy thoughts  declare The truth thou hast  that all may share; Be bold  proclaim it everywhere: They only live who dare.
receive,1,Circumstances are difficult to change; but by changing yourself  you automatically change the effects of the circumstances and this you can do anytime.
receive,1,To wait for someone else  or to expect someone else to make my life richer  or fuller  or more satisfying  puts you in a constant state of suspension.
receive,1,What matters is to live in the present  live now  for every moment is now. It is your thoughts and acts of the moment that create your future.
receive,1,Time indeed heals. We just need the minute hand to move on and not let it stop for us to keep going on; without notice the past is far behind.
receive,1,Time indeed heals. We just need the minute hand to move on and not let it stop for us to keep going on; without notice the past is far behind.
receive,1,Time indeed heals. We just need the minute hand to move on and not let it stop for us to keep going on; without notice the past is far behind.
receive,1,The most extraordinary thing about this life is that YOU are the author of your own destiny  and you get to decide whats in the next chapter.
receive,1,You can take from every experience what it has to offer you. And you cannot be defeated if you just keep taking one breath followed by another.
receive,1,There are some people who live in a dream world  and there are some who face reality and then there are those who turn one into the other.
receive,1,Real confidence comes from knowing and accepting yourself-your strengths and limitations  in contrast to depending on affirmation from others.
receive,1,Real confidence comes from knowing and accepting yourself-your strengths and limitations  in contrast to depending on affirmation from others.
receive,1,A friend is someone who knows the song in your heart and sings it back to you when you have forgotten how it goes. Be a friend to someone!
receive,1,What you lost in the past was a part of your destiny  but what you will get in future will be the combination of both your efforts and luck.
receive,1,Troubles are like washing machines  they twist  turn and knock us around  but in the end we come out cleaner  brighter and better than before.
receive,1,The game of life is the game of boomerangs. Our thoughts  deeds and words return to us sooner or later. Be kind to get kindness in return.
receive,1,Strength-Hard work spotlights the character of people: Some turn up their sleeves  some turn up their noses and some dont turn up at all.
receive,1,One who creates the opportunity is Brilliant. One who gets the opportunity is Lucky. One who capitalizes on the opportunity is the Winner.
receive,1,Given any condition anyone is in  good or bad  a man has only two choices to make: Change the condition or Adapt to it. Choose the latter.
receive,1,Unrest of spirit is a mark of life. One problem after another presents itself and in the solving of them we can find our greatest pleasure.
receive,1,Unrest of spirit is a mark of life. One problem after another presents itself and in the solving of them we can find our greatest pleasure.
receive,1,Unrest of spirit is a mark of life. One problem after another presents itself and in the solving of them we can find our greatest pleasure.
receive,1,There is nothing in which the birds differ more from man  than the way in which they can build  and yet leave a landscape as it was before.
receive,1,He is only advancing in life  whose heart is getting softer  his blood warmer  his brain quicker and his spirit entering into living peace.
receive,1,Within you lies the power to do things you never dreamed possible. This power becomes available to u just as soon as you change ur beliefs.
receive,1,What matters in life is not what you think you can do  but what you really do. So put your thoughts to action and see what miracles you do.
receive,1,What matters in life is not what you think you can do  but what you really do. So put your thoughts to action and see what miracles you do.
receive,1,There will always be dreams grander or humbler than your own but there will never be a dream exactly like your own. Believe in your dreams!
receive,1,The world is not a parking place; its a racetrack. Keep moving. No matter when and where u start  u can reach your goal and make a new record!
receive,1,The winners of lifes game arent those who have never tasted failure  but those who have tasted failure again and again but never gave up!
receive,1,The remarkable thing about fearing God is that when you fear God you fear nothing else  whereas if you do not fear God you fear everything.
receive,1,Tackle life with all your skills. Overcome each and every hill. If you persist with all your will  you will enjoy life and all its thrills.
receive,1,Sometimes apologizing doesnt mean that ure wrong and the other is right. It only means that u value the relationship much more than ur ego!
receive,1,Pure water is always colourless and crystal clear. Great human beings are always simple and transparent. Embrace the ones that bless your life!
receive,1,Dont love the one who is beautiful for the world  love the one who makes your world beautiful.
receive,1,Our life begins with our cry our life ends with others cry. Try to utilize this gap and laugh as much as possible.
receive,1,Happiness is when what you think  what you say and what you do are in harmony.
receive,1,You are today where your thoughts have brought you  you will be tomorrow where your thoughts take you.
receive,1,Success is not the key to happiness  instead happiness is the key to success. If you love what you are doing  you will be successful.
receive,1,There are only two people who can tell you the truth about yourself. A friend who has lost his temper and an enemy who starts loving you.
receive,1,Opportunity looks insignificant when its coming and big when its gone! Problem looks big when it coming and insignificant when its gone.
receive,1,Dear Subscriber  Your Thought30 service has been renewed for next 30 days. If you wish to unsubscribe send STOP to 4040.  To enjoy more Dial 4022 at 1N/min.
receive,1,Company of good people is like the shop of perfume  whether you buy it or not  You are bound to receive the fragrance.
receive,1,Radiating with a fresh glow  you will draw lots of attention when you follow the amazingly effective beauty tips.Sms  BEAUTY to 4040 to subscribe¿N90/30 days
receive,1,If you cannot find the brighter side of life polish the darker side.
receive,1,If you cannot find the brighter side of life polish the darker side.
receive,1,If you cannot find the brighter side of life polish the darker side.
receive,1,Its hard to wait on something we know might never be ours  but its even harder to give it up when you know it was the only thing you wanted.
receive,1,We do not make many mistakes. We repeat the same mistakes many times and keep expecting a different result every time.
receive,1,Dear subscriber  your subscription will expire in 2 days. If you wish to unsubscribe send 'STOP' to 4040.  To enjoy more Dial 4022 at 1N/min. 
receive,1,A leader is not a person who can perform better than his people- but someone who can inspire his people to perform better than himself.
receive,1,While we were learning to speak  mom understood everything we tried to say. Today we say a lot and claim mom you dont understanding anything.
receive,1,What is status? Its spending the money which we dont have  for the things which we dont need to show the people whom we dont know.
receive,1,Time makes us forget some people but there are some people who makes us forget the time.
receive,1,Success also hurts when you dont have loved one to wish you  failure also looks beautiful when you have a loved to support you.
receive,1,Its not important to go to heaven after we leave  but its important to create a heaven before we leave.
receive,1,If you want happiness in your life then never be a beggar of love  but always be a donor of love.
receive,1,Trust is like an elastic being stretched by two people. As long as you hold on to it  you will be happy. The moment one leaves the other gets terrible pain.
receive,1,There is no road in the world that goes to happiness. But happiness itself is the only way which goes anywhere in the world.
receive,1,When you rise up  your friends know who you are. When you fall down  you know who your friends are!
receive,1,People can live without the person who says- You Are MINE but cant live without the person who says- I am YOURS.
receive,1,Negative thinkers focus on PROBLEMS- but positive thinkers focus on SOLUTIONS.
receive,1,Its just meaningless to expect your partner to be of your kind because you cannot hold their right hand in your right to walk together.
receive,1,If someone points your mistake be happy that at least someone is there  who is interested in your betterment.
receive,1,Dear subscriber  your subscription will expire in 2 days. If you wish to unsubscribe send 'STOP' to 4040.  To enjoy more Dial 4022 at 1N/min. 
receive,1,An enemy occupies more space in the brain than a friend in the heart.
receive,1,There are only two sure ways to buy peace in life forgive what we cannot forget or forget what we cannot forgive.
receive,1,Positive thinking is not only about expecting the best to happen but it is also accepting whatever happens is for the best.
receive,1,Some reasons make relationships precious but only precious relationship are made without no reason.
receive,1,Success without positive attitude is called luck but success with positive attitude is called achievement.
receive,1,When our nails are growing  we cut our nails and not our fingers similarly when ego starts rising  cut your ego not your relations.
receive,1,Two bulls always fight in a human mind- Good and Bad. Do you know which one wins? The one you feed the most.
receive,1,Style is what should be shown to strangers  if it is showed to dear ones  it becomes attitude.
receive,1,A small dot can stop a big sentence  but few more dots can give continuity. Every ending can be a new beginning!
receive,1,Life has no second edition to correct it later. It has only one edition which should be the best so be careful while writing every page.
receive,1,Speak only when you feel your words are better than the silence.
receive,1,Life is the best school  god is the best teacher. Problem is the best assignment  Failure is the best revision.
receive,1,A relationship doesnt builds by just shaking hands in the best times. But it blossoms by holding the hands firmly in the critical times.
receive,1,A relationship doesnt builds by just shaking hands in the best times. But it blossoms by holding the hands firmly in the critical times.
receive,1,A relationship doesnt builds by just shaking hands in the best times. But it blossoms by holding the hands firmly in the critical times.
receive,1,If your vision is for a year plant wheat  if your vision is for ten years plant trees  but if your vision is for a lifetime plant people.
receive,1,If your vision is for a year plant wheat  if your vision is for ten years plant trees  but if your vision is for a lifetime plant people.
receive,1,Failure is not when you dont reach your GOALS. It is when you dont have any goals to reach.
receive,1,The best defence to a verbal attack is silence. Try to control and curb your urge to answer back.
receive,1,A good relation does not depends on how good understanding we have  but it depends on how better we avoid misunderstanding.
receive,1,A good relation does not depends on how good understanding we have  but it depends on how better we avoid misunderstanding.
receive,1,Life is the art of drawing without an eraser so be careful while taking any small decisions about the valuable pages of life.
receive,1,Vision without action is a day dream  Action without vision is a nightmare.
receive,1,Vision without action is a day dream  Action without vision is a nightmare.
receive,1,Life is like a novel and everyday is a new page  so if a page is sad dont worry just turn the page next one will be happy.
receive,1,Living in the favourable and unfavourable situation is called a part of life  but smiling in all those situations is called art of life.
receive,1,Forget your own sadness by creating a little happiness for others. Because when you are good to others  you are best to yourself.
receive,1,Life is a continuous challenge and a constant struggle from up to down. We are not made rich by what is in our pocket but by what is in our hearts.
receive,1,People say find good people and leave the bad ones  but lets change it by finding the good in people and ignore the bad in them.
receive,1,Trust is a like a paper- once it is crumpled  it cannot be perfect again.
receive,1,Never expect things to happen  struggle and make them happen. Never expect yourself to be given a good value create a value of your own.
receive,1,Speaking truth but with anger in the background or truth with hatred does not bring success. Speak firmly with sweetness.
receive,1,Darkest time of the day is the minute before sunrise. When you feel its the darkest moment in life  the bright moment is just a minute away.
receive,1,Past mistakes and failures are like stern and compelling schoolteachers  pushing you to work even harder for great scholarship and success.
receive,1,Our life begins with our cry and ends with anothers cry. Try to fill this gap with as much laughter as possible. Live life to the fullest!
receive,1,Nothing worthwhile ever happens quickly and easily. You achieve only as you are determined to achieve and as you keep at it until you have.
receive,1,If you can muster the courage to face problems  they will vanish soon. A ship at harbour is safe  but that is not what ships are built for.
receive,1,Fear is a habit; so is defeat  anxiety  despair and hopelessness. Eliminate all these negative habits with 2 simple resolves: I can and I will!
receive,1,Everyone has a voice deep inside; a voice that says  shine. The only difference-some have loud voices; some have quiet ones. Listen hard!
receive,1,Dreaming what you want to dream  thats the beauty of the human mind. Doing anything you want to do  thats the strength of the human will.
receive,1,Does any one of us try to change the bad world we crib about? Lets do atleast 1 thing today that makes the world a better place to live in.
receive,1,Do not brood over your past mistakes and failures as this will only fill your mind with grief and regret. Just never repeat them in the future.
receive,1,A great thing a little lamp can do but the huge sun cannot is that it can spread light at night. No one is superior by size but by purpose.
receive,1,When life seems tough  go on. When things go wrong  keep moving on. Bear in mind that God has given u strength to keep trying not surrender.
receive,1,What you get by achieving your goals is not as important as what you become by achieving your goals.How u change will stay with you forever!
receive,1,Undertake something that is difficult  it will do u good. Unless u try to do something beyond what u have already mastered  ull never grow.
